Query=YOR250C	 Hit=lcl|MAPG_12038T0	" Description=pep:novel supercontig:Mag_poae_ATCC_64411_V1:supercont1.131:15:784:1 gene:MAPG_12038 transcript:MAPG_12038T0 description:""Clp1""-species:Magnaporthe_poae"	 E_value=2e-08
Query=YNL317W	 Hit=lcl|CADAFUBP00002799	" Description=pep:known scaffold:CADRE:DS499595:3310653:3314848:-1 gene:CADAFUBG00002854 transcript:CADAFUBT00002854 description:""Protein transport protein (SEC31), putative""-species:Aspergillus_fumigatus"	 E_value=1e-05
			
Query=YNL317W	 Hit=lcl|CADANGAP00007914	" Description=pep:known chromosome:CADRE:I:2196484:2197758:1 gene:CADANGAG00008059 transcript:CADANGAT00008059 description:""Similarity\x3a shows strong similarity to WD domain""-species:Aspergillus_niger"	 E_value=1e-05
			
Query=YNL317W	 Hit=lcl|PTTG_08152P0	" Description=pep:novel supercontig:ASM15152v1:GG705564:145290:148643:1 gene:PTTG_08152 transcript:PTTG_08152T0 description:""Uncharacterized protein""-species:Puccinia_triticina"	 E_value=1e-05
			
Query=YNL317W	 Hit=lcl|CBQ71803	" Description=pep:novel chromosome:GCA_000230245.1:3:434769:436454:1 gene:sr12659 transcript:CBQ71803 description:""related to SOF1-involved in 18S pre-rRNA production""-species:Sporisorium_reilianum"	 E_value=1e-05
			
Query=YNL317W	 Hit=lcl|CADATEAP00008954	" Description=pep:known supercontig:CADRE:1.5:1053880:1056388:1 gene:CADATEAG00008954 transcript:CADATEAT00008954 description:""Putative uncharacterized protein""-species:Aspergillus_terreus"	 E_value=1e-05
			
Query=YNL317W	 Hit=lcl|EGR46594	" Description=pep:novel supercontig:GCA_000167675.2:GL985072:3152:5955:-1 gene:TRIREDRAFT_124299 transcript:EGR46594 description:""WD40 repeat-like protein""-species:Trichoderma_reesei"	 E_value=1e-05
			
Query=YNL317W	 Hit=lcl|CBY01326	" Description=pep:novel supercontig:ASM23037v1:FP929139:434647:435824:-1 gene:LEMA_P001130.1 transcript:CBY01326 description:""Similar to eukaryotic translation initiation factor 3 subunit ""-species:Leptosphaeria_maculans"	 E_value=1e-05
			
Query=YNL317W	 Hit=lcl|SNOT_00716	" Description=pep:known supercontig:ASM14691v1:supercont1.1:1625593:1626996:1 gene:SNOG_00716 transcript:SNOT_00716 description:""Putative uncharacterized protein""-species:Phaeosphaeria_nodorum"	 E_value=1e-05
			
Query=YNL317W	 Hit=lcl|CAG83626	" Description=pep:novel chromosome:GCA_000002525.1:A:331727:332740:1 gene:YALI0_A02695g transcript:CAG83626 description:""YALI0A02695p""-species:Yarrowia_lipolytica"	 E_value=1e-05
			
Query=YNL317W	 Hit=lcl|SPBC577.09.1:pep	" Description=pep:known chromosome:ASM294v2:II:767556:769555:1 gene:SPBC577.09 transcript:SPBC577.09.1 description:""ERCC-8 DNA repair homolog""-species:Schizosaccharomyces_pombe"	 E_value=1e-05
			
Query=YNL317W	 Hit=lcl|EPY53170	" Description=pep:novel supercontig:GCA_000004155.2:supercont4.1:298002:299419:-1 gene:SPOG_03708 transcript:EPY53170 description:""translation initiation factor eIF3i""-species:Schizosaccharomyces_cryophilus"	 E_value=1e-05
			
Query=YNL317W	 Hit=lcl|SPAC4F8.11.1:pep	" Description=pep:known chromosome:ASM294v2:I:2655806:2661104:-1 gene:SPAC4F8.11 transcript:SPAC4F8.11.1 description:""WD repeat protein, human WDR24 family""-species:Schizosaccharomyces_pombe"	 E_value=1e-05
			
Query=YNL317W	 Hit=lcl|EDU47485	" Description=pep:novel supercontig:GCA_000149985.1:supercont1.4:398716:400515:-1 gene:PTRG_04578 transcript:EDU47485 description:""meiosis-specific APC/C activator protein AMA1""-species:Pyrenophora_triticirepentis"	 E_value=1e-05
			
Query=YNL317W	 Hit=lcl|CAZ84939	" Description=pep:novel supercontig:ASM15164v1:FN430337:224658:227587:1 gene:GSTUM_00009436001 transcript:CAZ84939 description:""""-species:Tuber_melanosporum"	 E_value=1e-05
			
Query=YNL317W	 Hit=lcl|CBX95958	" Description=pep:novel supercontig:ASM23037v1:FP929127:2311452:2313740:-1 gene:LEMA_P031100.1 transcript:CBX95958 description:""Similar to sulfur metabolite repression control protein SconB ""-species:Leptosphaeria_maculans"	 E_value=1e-05
			
Query=YNL317W	 Hit=lcl|CADAFLAP00010645	" Description=pep:known supercontig:JCVI-afl1-v2.0:EQ963482:1572867:1574063:-1 gene:CADAFLAG00010645 transcript:CADAFLAT00010645 description:""WD repeat protein ""-species:Aspergillus_flavus"	 E_value=1e-05
			
Query=YNL317W	 Hit=lcl|CADANIAP00000249	" Description=pep:known chromosome:ASM1142v1:IV:687013:688641:1 gene:CADANIAG00000249 transcript:CADANIAT00000249 description:""ribosome biogenesis protein (Rrb1), putative (AFU_orthologue\x3b AFUA_6G10320)""-species:Aspergillus_nidulans"	 E_value=1e-05
			
Query=YNL317W	 Hit=lcl|AAS53127	" Description=pep:known chromosome:ASM9102v1:V:1496561:1498705:1 gene:AGOS_AER448W transcript:AAS53127 description:""AER448Wp""-species:Ashbya_gossypii"	 E_value=1e-05
			
Query=YNL317W	 Hit=lcl|CADANIAP00000540	" Description=pep:known chromosome:ASM1142v1:IV:1520517:1522546:-1 gene:CADANIAG00000540 transcript:CADANIAT00000540 description:""conserved hypothetical protein similar to Aip1 (Eurofung)""-species:Aspergillus_nidulans"	 E_value=1e-05
			
Query=YNL317W	 Hit=lcl|AAS51323	" Description=pep:known chromosome:ASM9102v1:III:529783:531186:1 gene:AGOS_ACR097W transcript:AAS51323 description:""ACR097Wp""-species:Ashbya_gossypii"	 E_value=1e-05
			
Query=YNL317W	 Hit=lcl|CADANIAP00001220	" Description=pep:known chromosome:ASM1142v1:VIII:614299:615478:1 gene:CADANIAG00001220 transcript:CADANIAT00001220 description:""meiotic recombination protein Ski8/Rec14, putative (AFU_orthologue\x3b AFUA_1G08860)""-species:Aspergillus_nidulans"	 E_value=1e-05
			
Query=YNL317W	 Hit=lcl|EFQ92404	" Description=pep:novel supercontig:GCA_000166005.1:GL534328:7898:9697:-1 gene:PTT_10501 transcript:EFQ92404 description:""hypothetical protein""-species:Pyrenophora_teres"	 E_value=1e-05
			
Query=YNL317W	 Hit=lcl|FVEG_07992T0	" Description=pep:known chromosome:ASM14955v1:3:1539926:1542731:1 gene:FVEG_07992 transcript:FVEG_07992T0 description:""conserved hypothetical protein""-species:Gibberella_moniliformis"	 E_value=1e-05
			
Query=YNL317W	 Hit=lcl|MAPG_02757T0	" Description=pep:novel supercontig:Mag_poae_ATCC_64411_V1:supercont1.2:2832763:2834988:1 gene:MAPG_02757 transcript:MAPG_02757T0 description:""WD repeat-containing protein 57""-species:Magnaporthe_poae"	 E_value=1e-05
			
Query=YNL317W	 Hit=lcl|EFP91694	" Description=pep:novel supercontig:ASM14992v1:supercont2.89:230976:233202:1 gene:PGTG_17550 transcript:EFP91694 description:""G protein beta subunit-like protein""-species:Puccinia_graminis"	 E_value=1e-05
			
Query=YNL317W	 Hit=lcl|EFP86094	" Description=pep:novel supercontig:ASM14992v1:supercont2.37:406632:408869:1 gene:PGTG_12050 transcript:EFP86094 description:""G protein beta subunit-like protein""-species:Puccinia_graminis"	 E_value=1e-05
			
Query=YNL317W	 Hit=lcl|CADATEAP00009342	" Description=pep:known supercontig:CADRE:1.6:1649300:1650960:1 gene:CADATEAG00009342 transcript:CADATEAT00009342 description:""Putative uncharacterized protein""-species:Aspergillus_terreus"	 E_value=1e-05
			
Query=YNL317W	 Hit=lcl|Mycgr3P41112	" Description=pep:known chromosome:MG2:4:1122685:1123853:-1 gene:Mycgr3G41112 transcript:Mycgr3T41112 description:""Putative uncharacterized protein""-species:Zymoseptoria_tritici"	 E_value=1e-05
			
Query=YNL317W	 Hit=lcl|CADANGAP00006067	" Description=pep:known chromosome:CADRE:IV:2052005:2053850:-1 gene:CADANGAG00006188 transcript:CADANGAT00006188 description:""Putative uncharacterized protein An07g09150""-species:Aspergillus_niger"	 E_value=1e-05
			
Query=YNL317W	 Hit=lcl|CADANIAP00001846	" Description=pep:known chromosome:ASM1142v1:VIII:2343307:2345163:-1 gene:CADANIAG00001846 transcript:CADANIAT00001846 description:""cell division cycle protein Cdc20, putative (AFU_orthologue\x3b AFUA_1G14730)""-species:Aspergillus_nidulans"	 E_value=1e-05
			
Query=YNL317W	 Hit=lcl|GGTG_09733T0	" Description=pep:known supercontig:Gae_graminis_V2:supercont1.5:2223521:2225704:1 gene:GGTG_09733 transcript:GGTG_09733T0 description:""WD repeat-containing protein 57""-species:Gaeumannomyces_graminis"	 E_value=1e-05
			
Query=YNL317W	 Hit=lcl|EFP81620	" Description=pep:novel supercontig:ASM14992v1:supercont2.18:557507:563545:-1 gene:PGTG_07869 transcript:EFP81620 description:""hypothetical protein""-species:Puccinia_graminis"	 E_value=1e-05
			
Query=YNL317W	 Hit=lcl|UM02987P0	" Description=pep:known supercontig:UM1:Cont_1.101:223559:228720:-1 gene:UM02987 transcript:UM02987T0 description:""Putative uncharacterized protein""-species:Ustilago_maydis"	 E_value=1e-05
			
Query=YNL317W	 Hit=lcl|SNOT_09755	" Description=pep:known supercontig:ASM14691v1:supercont1.15:698935:700572:1 gene:SNOG_09755 transcript:SNOT_09755 description:""Putative uncharacterized protein""-species:Phaeosphaeria_nodorum"	 E_value=1e-05
			
Query=YNL317W	 Hit=lcl|EGR47489	" Description=pep:novel supercontig:GCA_000167675.2:GL985068:119227:120460:-1 gene:TRIREDRAFT_64000 transcript:EGR47489 description:""predicted protein""-species:Trichoderma_reesei"	 E_value=1e-05
			
Query=YAL043C	 Hit=lcl|EPX73888	" Description=pep:novel supercontig:GCA_000150505.2:supercont6.1:1084361:1086908:1 gene:SOCG_03107 transcript:EPX73888 description:""mRNA cleavage and polyadenylation specificity factor complex subunit Pta1""-species:Schizosaccharomyces_octosporus"	 E_value=5e-09
			
Query=YAL043C	 Hit=lcl|EPY51540	" Description=pep:novel supercontig:GCA_000004155.2:supercont4.4:1117024:1119747:1 gene:SPOG_02711 transcript:EPY51540 description:""mRNA cleavage and polyadenylation specificity factor complex subunit Pta1""-species:Schizosaccharomyces_cryophilus"	 E_value=2e-07
			
Query=YAL043C	 Hit=lcl|CADANGAP00013078	" Description=pep:known chromosome:CADRE:V:1100815:1103650:-1 gene:CADANGAG00013326 transcript:CADANGAT00013326 description:""Function\x3a PTA1 of S. cerevisiae is involved in pre-tRNA splicing""-species:Aspergillus_niger"	 E_value=4e-08
			
Query=YAL043C	 Hit=lcl|SPAC1071.01c.1:pep	" Description=pep:known chromosome:ASM294v2:I:3855385:3857994:-1 gene:SPAC1071.01c transcript:SPAC1071.01c.1 description:""mRNA cleavage and polyadenylation specificity factor complex subunit Pta1""-species:Schizosaccharomyces_pombe"	 E_value=1e-05
			
Query=YAL043C	 Hit=lcl|CCU81313	" Description=pep:novel supercontig:EF1:HF943526:980227:982821:-1 gene:BGHDH14_bgh06620 transcript:CCU81313 description:""hypothetical protein/mRNA cleavage and polyadenylation specificity factor complex subunit""-species:Blumeria_graminis"	 E_value=1e-09
			
Query=YAL043C	 Hit=lcl|CADANIAP00008072	" Description=pep:known chromosome:ASM1142v1:VII:784455:787186:1 gene:CADANIAG00008072 transcript:CADANIAT00008072 description:""mRNA cleavage and polyadenylation specificity factor complex subunit (Pta1), putative (AFU_orthologue\x3b AFUA_8G04420)""-species:Aspergillus_nidulans"	 E_value=2e-08
			
Query=YAL043C	 Hit=lcl|CADATEAP00008050	" Description=pep:known supercontig:CADRE:1.1:168674:171443:-1 gene:CADATEAG00008050 transcript:CADATEAT00008050 description:""Putative uncharacterized protein""-species:Aspergillus_terreus"	 E_value=7e-07
			
Query=YAL043C	 Hit=lcl|CADAFLAP00013272	" Description=pep:known supercontig:JCVI-afl1-v2.0:EQ963486:1100600:1103311:1 gene:CADAFLAG00013272 transcript:CADAFLAT00013272 description:""mRNA cleavage and polyadenylation specificity factor complex subunit ""-species:Aspergillus_flavus"	 E_value=2e-06
			
Query=YAL043C	 Hit=lcl|Mycgr3P10934	" Description=pep:known chromosome:MG2:1:5502518:5504704:1 gene:Mycgr3G10934 transcript:Mycgr3T10934 description:""Putative uncharacterized protein""-species:Zymoseptoria_tritici"	 E_value=4e-08
			
Query=YAL043C	 Hit=lcl|EFQ28912	" Description=pep:novel supercontig:GCA_000149035.1:GG697342:886710:889234:-1 gene:GLRG_04056 transcript:EFQ28912 description:""mRNA cleavage and polyadenylation specificity factor complex subunit""-species:Glomerella_graminicola"	 E_value=3e-06
			
Query=YAL043C	 Hit=lcl|EHK16839	" Description=pep:novel supercontig:ASM17099v1:90:1576059:1578514:-1 gene:TRIVIDRAFT_65418 transcript:EHK16839 description:""hypothetical protein""-species:Trichoderma_virens"	 E_value=5e-08
			
Query=YAL043C	 Hit=lcl|EGR50977	" Description=pep:novel supercontig:GCA_000167675.2:GL985059:1557211:1559654:-1 gene:TRIREDRAFT_26277 transcript:EGR50977 description:""predicted protein""-species:Trichoderma_reesei"	 E_value=1e-09
			
Query=YAL043C	 Hit=lcl|EGY21860	" Description=pep:novel supercontig:GCA_000150675.1:supercont1.5:1035353:1037822:-1 gene:VDAG_03300 transcript:EGY21860 description:""hypothetical protein""-species:Verticillium_dahliae"	 E_value=5e-08
			
Query=YAL043C	 Hit=lcl|CADNFIAP00008649	" Description=pep:known contig:CADRE:9299:1050057:1052879:-1 gene:CADNFIAG00008863 transcript:CADNFIAT00008863 description:""Putative uncharacterized protein""-species:Neosartorya_fischeri"	 E_value=4e-10
			
Query=YAL043C	 Hit=lcl|EHS64580	" Description=pep:novel supercontig:ASM14992v1:supercont2.74:138811:143738:-1 gene:PGTG_22369 transcript:EHS64580 description:""hypothetical protein""-species:Puccinia_graminis"	 E_value=4e-10
			
Query=YAL043C	 Hit=lcl|CAZ79906	" Description=pep:novel supercontig:ASM15164v1:FN430002:191160:194988:1 gene:GSTUM_00001600001 transcript:CAZ79906 description:""""-species:Tuber_melanosporum"	 E_value=7e-10
			
Query=YAL043C	 Hit=lcl|PTTG_06716P0	" Description=pep:novel supercontig:ASM15152v1:GG705493:95628:100425:1 gene:PTTG_06716 transcript:PTTG_06716T0 description:""Uncharacterized protein""-species:Puccinia_triticina"	 E_value=6e-08
			
Query=YAL043C	 Hit=lcl|EFNCRP00000006442	" Description=pep:known supercontig:ASM18292v1:7.29:297661:298848:1 gene:EFNCRG00000006438 transcript:EFNCRT00000006450 description:""Putative uncharacterized protein""-species:Neurospora_crassa"	 E_value=1e-07
			
Query=YAL043C	 Hit=lcl|CBQ69164	" Description=pep:novel chromosome:GCA_000230245.1:14:127707:131399:1 gene:sr15233 transcript:CBQ69164 description:""related to Symplekin""-species:Sporisorium_reilianum"	 E_value=2e-06
			
Query=YAL043C	 Hit=lcl|UM04346P0	" Description=pep:known supercontig:UM1:Cont_1.154:23459:27187:1 gene:UM04346 transcript:UM04346T0 description:""hypothetical protein""-species:Ustilago_maydis"	 E_value=3e-06
			
Query=YAL043C	 Hit=lcl|UM04346P0	" Description=pep:known supercontig:UM1:Cont_1.154:23459:27187:1 gene:UM04346 transcript:UM04346T0 description:""hypothetical protein""-species:Ustilago_maydis"	 E_value=4e-06
			
Query=YAL043C	 Hit=lcl|SNOT_04526	" Description=pep:known supercontig:ASM14691v1:supercont1.6:923635:926307:1 gene:SNOG_04526 transcript:SNOT_04526 description:""Putative uncharacterized protein""-species:Phaeosphaeria_nodorum"	 E_value=1e-05
			
Query=YGL044C	 Hit=lcl|EHK18960	" Description=pep:novel supercontig:ASM17099v1:85:1065928:1066954:1 gene:TRIVIDRAFT_44275 transcript:EHK18960 description:""hypothetical protein""-species:Trichoderma_virens"	 E_value=1e-10
			
Query=YGL044C	 Hit=lcl|UM00164P0	" Description=pep:known supercontig:UM1:Cont_1.2:377722:379644:-1 gene:UM00164 transcript:UM00164T0 description:""hypothetical protein""-species:Ustilago_maydis"	 E_value=2e-10
			
Query=YGL044C	 Hit=lcl|EFNCRP00000002016	" Description=pep:known supercontig:ASM18292v1:7.6:1065636:1066823:1 gene:EFNCRG00000002014 transcript:EFNCRT00000002016 description:""Putative uncharacterized protein""-species:Neurospora_crassa"	 E_value=2e-10
			
Query=YGL044C	 Hit=lcl|CADAFUBP00004055	" Description=pep:known scaffold:CADRE:DS499596:2101758:2103504:-1 gene:CADAFUBG00004127 transcript:CADAFUBT00004127 description:""Nucleolin protein Nsr1, putative""-species:Aspergillus_fumigatus"	 E_value=2e-10
			
Query=YGL044C	 Hit=lcl|EDU41499	" Description=pep:novel supercontig:GCA_000149985.1:supercont1.1:5935894:5940949:1 gene:PTRG_02061 transcript:EDU41499 description:""copper methylamine oxidase precursor""-species:Pyrenophora_triticirepentis"	 E_value=2e-10
			
Query=YGL044C	 Hit=lcl|Mycgr3P35430	" Description=pep:known chromosome:MG2:2:2831842:2833299:-1 gene:Mycgr3G35430 transcript:Mycgr3T35430 description:""Putative uncharacterized protein""-species:Zymoseptoria_tritici"	 E_value=3e-10
			
Query=YGL044C	 Hit=lcl|YNL175C	" Description=pep:known chromosome:SacCer_Apr2011:XIV:307401:308612:-1 gene:YNL175C transcript:YNL175C description:""Nucleolar protein found in preribosomal complexes\x3b contains an RNA recognition motif (RRM)""-species:Saccharomyces_cerevisiae"	 E_value=3e-10
			
Query=YGL044C	 Hit=lcl|CADANIAP00001543	" Description=pep:known chromosome:ASM1142v1:VIII:1495991:1498348:-1 gene:CADANIAG00001543 transcript:CADANIAT00001543 description:""nuclear and cytoplasmic polyadenylated RNA-binding protein pub1 (AFU_orthologue\x3b AFUA_1G12000)""-species:Aspergillus_nidulans"	 E_value=4e-10
			
Query=YGL044C	 Hit=lcl|CADANIAP00001543	" Description=pep:known chromosome:ASM1142v1:VIII:1495991:1498348:-1 gene:CADANIAG00001543 transcript:CADANIAT00001543 description:""nuclear and cytoplasmic polyadenylated RNA-binding protein pub1 (AFU_orthologue\x3b AFUA_1G12000)""-species:Aspergillus_nidulans"	 E_value=4e-06
			
Query=YGL044C	 Hit=lcl|CADATEAP00007828	" Description=pep:known supercontig:CADRE:1.1:1132651:1134330:-1 gene:CADATEAG00007828 transcript:CADATEAT00007828 description:""Putative uncharacterized protein""-species:Aspergillus_terreus"	 E_value=4e-10
			
Query=YGL044C	 Hit=lcl|CADNFIAP00005613	" Description=pep:known contig:CADRE:9288:2211162:2212864:-1 gene:CADNFIAG00005770 transcript:CADNFIAT00005770 description:""Ribonucleoprotein, chloroplast""-species:Neosartorya_fischeri"	 E_value=5e-10
			
Query=YGL044C	 Hit=lcl|CADANGAP00006623	" Description=pep:known chromosome:CADRE:VIII:2620663:2622354:-1 gene:CADANGAG00006749 transcript:CADANGAT00006749 description:""Similarity to oligouridylate binding protein ubp1""-species:Aspergillus_niger"	 E_value=6e-10
			
Query=YGL044C	 Hit=lcl|CADANGAP00006623	" Description=pep:known chromosome:CADRE:VIII:2620663:2622354:-1 gene:CADANGAG00006749 transcript:CADANGAT00006749 description:""Similarity to oligouridylate binding protein ubp1""-species:Aspergillus_niger"	 E_value=4e-06
			
Query=YGL044C	 Hit=lcl|CADAFUBP00001124	" Description=pep:known scaffold:CADRE:DS499594:3236869:3238556:-1 gene:CADAFUBG00001150 transcript:CADAFUBT00001150 description:""Nuclear and cytoplasmic polyadenylated RNA-binding protein pub1""-species:Aspergillus_fumigatus"	 E_value=6e-10
			
Query=YGL044C	 Hit=lcl|CAZ85322	" Description=pep:novel supercontig:ASM15164v1:FN430348:171811:175240:-1 gene:GSTUM_00010135001 transcript:CAZ85322 description:""""-species:Tuber_melanosporum"	 E_value=7e-10
			
Query=YGL044C	 Hit=lcl|CADANIAP00001739	" Description=pep:known chromosome:ASM1142v1:VIII:2026311:2028705:1 gene:CADANIAG00001739 transcript:CADANIAT00001739 description:""RNA splicing factor (Pad-1), putative (AFU_orthologue\x3b AFUA_1G15810)""-species:Aspergillus_nidulans"	 E_value=7e-10
			
Query=YGL044C	 Hit=lcl|CADNFIAP00000761	" Description=pep:known contig:CADRE:8741:1799472:1801148:1 gene:CADNFIAG00000800 transcript:CADNFIAT00000800 description:""Nuclear and cytoplasmic polyadenylated RNA-binding protein pub1""-species:Neosartorya_fischeri"	 E_value=9e-10
			
Query=YGL044C	 Hit=lcl|CAZ82795	" Description=pep:novel supercontig:ASM15164v1:FN430164:668820:670587:-1 gene:GSTUM_00006382001 transcript:CAZ82795 description:""""-species:Tuber_melanosporum"	 E_value=1e-09
			
Query=YGL044C	 Hit=lcl|EFQ33305	" Description=pep:novel supercontig:GCA_000149035.1:GG697369:209397:211170:-1 gene:GLRG_08449 transcript:EFQ33305 description:""RNA recognition domain-containing protein""-species:Glomerella_graminicola"	 E_value=1e-09
